cellID,animal,session,drop,delay,drop*delay,choice,perc_significant
58,S,S160712,0.315836486339102,5.55474045950516e-07,0.810741476731273,0.0757490167286353,1
59,S,S160712,0.0619971710650702,0.979202964830712,0.989557311093382,0.267747841727689,0
61,S,S160714,0.252398398673307,0.0210899902857203,0.0310661115231809,0.799050408000537,1
63,S,S160715,0.21719018382857,0.44580554647005,0.420901023545477,0.860944328240773,0
65,S,S160715,0.276986205927765,0.00132681521792874,0.327839916128647,0.950705363943866,1
66,S,S160715,0.375265961701986,0.392505748025868,0.462537604436857,0.999999950110348,0
68,S,S160718,0.422737376865037,0.115288977962849,0.543422877460149,0.0565036358702066,0
70,S,S160718,4.25621354984629e-06,4.17224628509248e-05,0.00033963151437691,0.45166318673276,1
72,S,S160719,0.638714399786627,0.0262065100157519,0.0400617963623593,0.684366271541705,1
73,S,S160720,0.974083281991107,0.249935610844347,0.137362687598663,0.555991760769304,0
74,S,S160720,0.572032327044571,0.800526235283608,0.977442592289409,0.63980317765075,0
75,S,S160721,0.177010817106391,0.0334552839293676,0.0447788777474873,0.583102252152334,1
76,S,S160721,0.449495640789182,0.220962256620013,0.0392751372436049,0.578536738231254,1
77,S,S160721,0.365393568208804,0.00344724568607621,0.0191802007666013,0.662532107670976,1
78,S,S160721,0.359046351361134,0.467123961467889,0.395976462913245,0.956784111753478,0
79,S,S160721,3.96298314706408e-11,4.18504367040304e-07,4.17483597922101e-06,0.404812097176987,1
1,T,T130920,0.353343625984391,7.27717411916929e-08,0.783348513174012,0.158606908094242,1
2,T,T130920,0.609047841404417,1.66792427616874e-07,0.0321657025165552,0.718623673596698,1
3,T,T130920,0.344177861820997,0.000435285376312139,0.000262741826328236,0.77132736274274,1
4,T,T130920,0.962193225127367,0.000382412871179541,1.50052775642666e-05,0.976730197272102,1
5,T,T130920,0.427800880951689,0.0240203500383731,0.0819377481991394,0.20774598940915,1
6,T,T130920,0.00577775491465265,9.43446196282342e-11,0.000135383152821457,0.726097191794208,1
7,T,T130920,3.25637463851823e-23,1.44340665544886e-09,0.136943096551135,0.9148071406583,1
8,T,T130920,0.127476859116295,1.55657288013885e-12,0.144957646486969,0.945543026014196,1
9,T,T130920,1.15135756690817e-13,1.25232546105976e-05,0.00190190794136244,0.724431848306446,1
10,T,T130920,3.97781187322905e-06,0.235237716890312,0.0282059235068258,0.829639214890588,1
11,T,T130920,0.0126586868272159,2.79305046900714e-06,0.268887108703202,0.572215184816917,1
12,T,T130920,0.0320554516601107,3.18110809852967e-05,0.160940084191193,0.317789937102919,1
13,T,T130920,0.637079862058196,0.501141939760896,0.0639510826649194,0.456820060004532,0
14,T,T130920,0.357274309096247,0.0128178710150328,0.654809122009307,0.542396862965348,1
15,T,T130920,0.31681074505755,0.250637990608147,0.481632108231923,0.403042891271814,0
16,T,T130923,0.375124645050311,2.61872110445396e-14,0.365947188343161,0.344376126383037,1
17,T,T130923,0.934429645578439,1.84010175005082e-07,0.0200638343226312,0.518331091746982,1
18,T,T130923,0.00171595105515206,5.89022235541103e-11,0.422414658818892,0.787587622002016,1
19,T,T130923,0.20767862285921,3.85212746876353e-19,0.000348010670401241,0.372839488647163,1
20,T,T130923,0.618741086336841,0.398298803235094,0.415683078568626,0.405219358811061,0
21,T,T130923,0.00413135431225928,9.50072439025232e-10,0.651953984699956,0.477588371007202,1
22,T,T130923,2.21096762118536e-43,0.000342036054499988,0.0277140072212751,0.551248064849451,1
23,T,T130923,0.00385667896080039,0.18321252002144,0.821199359457905,0.918934955309197,1
24,T,T130923,0.319699980668877,1.21365814126047e-06,0.157839570781773,0.307090612122619,1
25,T,T130923,0.0302553988705845,0.189724832191029,0.0870339767229998,0.431827550434233,1
26,T,T130923,0.0659605768549288,0.470993334208448,0.748459456950395,0.355194491505216,0
27,T,T130923,0.00033132557644842,9.31855313442594e-18,0.196669722816337,0.292910635560384,1
28,T,T130923,0.214068529917814,0.000354440229701242,0.201960167407346,0.624624274708034,1
29,T,T130924,0.796304940517018,0.0285694196738925,0.761409991622361,0.0019433372368875,1
30,T,T130924,0.778546254576649,3.68291866188673e-11,0.0494253955211468,0.698362333965655,1
31,T,T130924,0.121146251300642,0.867135809598149,0.991312984561652,0.539812407439992,0
32,T,T130924,0.0224364512999261,8.93531110934473e-15,0.0754622004715089,0.981919118357165,1
33,T,T130924,0.183506957511916,0.0674777445877492,0.255284096026932,0.823457321954445,0
34,T,T130924,0.0889213413946474,4.03840819879089e-06,0.147560343837871,0.336532525836386,1
35,T,T130924,5.92081348817446e-33,7.6316454521443e-07,0.0294172214445411,0.73297284302067,1
36,T,T130924,0.699506834029626,1.87149036132041e-05,0.398392435757666,0.532373712937835,1
37,T,T130924,0.506324484366121,0.88368379519844,0.241150256015828,0.339988636284237,0
38,T,T130924,0.0208747095093229,4.99756283180861e-05,0.19759642538451,0.741181495589688,1
39,T,T130924,8.29012525018321e-05,0.235071817714358,0.308233388316448,0.7429471683932,1
40,T,T130924,0.986473777516463,0.003963630374933,0.617792178470546,0.185169668932705,1
41,T,T130924,0.161332880177865,0.0992183124554546,0.484822073967582,0.347817249438635,0
42,T,T130925,0.0185523124564787,0.252625467120523,0.513258153709057,0.11747214774204,1
43,T,T130925,0.0730441312974351,0.108341082628029,0.0302628731990408,0.122279438540387,1
44,T,T130925,0.873258678923858,0.0103312816098736,0.356669629347856,0.920452723712438,1
45,T,T130925,0.0685295428724611,0.164364320773088,0.001423564719189,0.0307155862318129,1
46,T,T130925,0.000905428720760348,8.46832818155704e-08,0.0825770612923948,0.545525338631,1
47,T,T130925,0.00614965107527271,0.00198573472778695,0.365966989246255,0.22418275141242,1
48,T,T130925,2.09684475262415e-13,6.64691590736948e-05,0.00283869304749875,0.696650193462215,1
49,T,T130925,0.390525835606694,2.12206549759651e-51,0.0176818767862911,0.436366980623486,1
50,T,T130925,2.93461203648385e-11,0.00034069831849048,0.000565150098638401,0.00754004005341069,1
51,T,T130925,0.160490525216818,4.76354312827406e-07,0.0753096086603994,0.352287044691657,1
52,T,T130925,0.425697150190622,0.00902968229284913,0.148686326619713,0.775083949324244,1
53,T,T130925,1.6014804020749e-06,0.000156834555561979,0.192649964393024,0.0898884112884445,1
54,T,T130925,0.0135713564322023,0.0921747870823797,0.17881505258469,0.851319962355951,1
55,T,T130925,0.461085161791087,0.252004264693802,0.541043711870907,0.863123941657304,0
56,T,T130925,0.0223468341373914,0.0357691426308802,0.0925161211617905,0.156542280491939,1
57,T,T130925,0.316499579354095,0.879988772762868,0.158674783514664,0.325697735778767,0
58,T,T130925,0.000364441897183218,4.16864321522231e-14,0.575284424509467,0.614921218218884,1
59,T,T130925,0.115662641820973,0.0820976346779655,0.0948638308495371,0.862721552120916,0
60,T,T130930,0.00189723738128832,4.17166721273043e-11,3.89484935337887e-06,0.239942543672395,1
61,T,T130930,1.25088074972235e-25,9.18896727373324e-123,2.89161588069103e-07,0.097818338960269,1
62,T,T130930,0.00062783617915013,3.56015060750399e-06,0.0216584318628107,0.504666624609552,1
63,T,T130930,0.0141593554083219,0.0176768502317731,0.276824335961078,0.33266931133817,1
64,T,T130930,2.7680884960875e-12,0.000699186040968295,6.77698250043561e-05,0.733524551915548,1
65,T,T130930,0.0306874755649662,0.649170172856214,0.0459208205625346,0.689530433877481,1
66,T,T130930,0.0518803681463539,0.147907295755987,0.348484213746198,0.378018512483539,0
67,T,T130930,0.894532738579454,0.714991444628882,0.640640479870342,0.901877586448959,0
68,T,T130930,0.101241489100447,0.000178752780033372,0.462115150787335,0.0682960376399811,1
69,T,T130930,0.00768206119123295,0.198584177047202,0.908984280705568,0.444157906225422,1
70,T,T130930,0.302435178653132,0.0207847717128306,0.0734572705573631,0.0105690579863903,1
71,T,T130930,0.0337095384217382,0.000192690367327277,0.392950713390909,0.94012553188306,1
72,T,T130930,0.176110972581837,0.181540448104364,0.987968493311181,0.727119059821548,0
73,T,T130930,0.0405174216739451,0.0705435284009505,0.467924397173608,0.957387630846948,1
74,T,T130930,0.0197244266958659,0.106195760090751,0.460536674659188,0.192662342943814,1
75,T,T130930,0.619287333243848,0.0131977225788199,0.546574366010939,0.561721359712807,1
76,T,T131007,0.440394341836237,0.582334183491162,0.90675240757586,0.462733010166817,0
77,T,T131007,0.131781453239195,0.374129660805316,0.716166697356761,0.927824613961707,0
78,T,T131007,0.000344039267705771,0.0785232843891268,0.972820491611875,0.525755891309999,1
79,T,T131007,2.94047479724506e-05,0.0148100446306442,0.469830027172492,0.710085541153317,1
80,T,T131007,0.01173724523237,0.106974183933054,0.378718281279386,0.144375056734889,1
81,T,T131007,0.19546449425592,0.192538970308707,0.0490853959884633,0.327887858523178,1
82,T,T131007,0.0872877402370182,0.00373526271164623,0.00122164242090056,0.132752532617964,1
83,T,T131007,2.72409535813387e-12,0.000431230279304016,0.000435776078899417,0.67497370472414,1
84,T,T131007,1.76817608563834e-15,2.09684385411353e-06,0.000153790983719935,0.169896122483342,1
85,T,T131007,0.00848438591477566,0.741065619212723,0.438199908606475,0.248289918072637,1
86,T,T131007,9.84816561767913e-20,7.04208308151315e-71,0.00197457301101344,0.349414749852019,1
87,T,T131007,0.341034019838422,0.00823644909949947,0.343118886304892,0.63882207712073,1
88,T,T131007,0.358700660251543,8.86061633654108e-06,0.387340576550286,0.851062910859522,1
89,T,T131007,0.124186202385951,0.393803315748891,0.72015157747399,0.868326266235882,0
90,T,T131007,0.813696222239688,0.2319970062612,0.886310146759385,0.167971947564889,0
91,T,T131008,0.0730533391493261,0.0131576547204557,0.587596800915284,0.270911120073543,1
92,T,T131008,9.14888838598082e-05,0.000989370123091601,0.438906434619501,0.416713725021561,1
93,T,T131008,0.214077929850079,0.001934710128188,0.0429103019281783,0.10569307479397,1
94,T,T131008,0.742243502559497,0.975426237092503,0.69244453358916,0.301954124039404,0
95,T,T131008,0.41358485766792,4.34054533293731e-06,0.0781259232909872,0.228155972628746,1
96,T,T131008,0.727242962015883,0.68977032459293,0.19082493567939,0.946562381524662,0
97,T,T131008,0.0385395270355055,9.72786241162585e-11,0.471227019006387,0.80382806882393,1
98,T,T131008,0.615847576367918,0.916208373293914,0.594590230324068,0.203308010361066,0
99,T,T131008,1.69305170668277e-11,0.118137783254762,0.0636663652559864,0.755946659822276,1
100,T,T131008,0.372826839221366,0.74600810219702,0.584318013921731,0.534302866335181,0
101,T,T131008,0.809147546840975,0.633427084386537,0.68814287569914,0.414700480177431,0
102,T,T131008,0.0443207510165538,0.00131577370810738,0.14863611456942,0.586242850967448,1
103,T,T131008,0.234765693796203,0.0181793900427127,0.395352381929459,0.518457502183443,1
104,T,T131008,0.0587134065245662,0.835119026263321,0.718646415093319,0.903216295693386,0
105,T,T131008,0.919455236089534,0.216815134204169,0.359233547718735,0.20569536216465,0
106,T,T131008,0.74080456535636,0.0490465101764642,0.0775224461898486,0.217615494363196,1
107,T,T131008,0.597719374114505,0.00677451617275102,0.0151329781636668,0.0866650469372555,1
